# Hyprland version	HyprGlass release	Prebuilt asset URL
# Only list upstream prebuilts verified for the target runtime dependency set.
0.56.0	v0.7.0	https://github.com/hyprnux/hyprglass/releases/download/v0.7.0/hyprglass.so
